type,created_at,date_string,data
weather,1453863601,2016-01-26 21:00,"{'date': '1453863601', 'weather': 'Overcast', 'type': 'weather', 'feels_like': '18.0 to 22.8333333333'}"
weather,1453867201,2016-01-26 22:00,"{'date': '1453867201', 'weather': 'Overcast', 'type': 'weather', 'feels_like': '18.0 to 22.8333333333'}"
weather,1453870834,2016-01-26 23:00,"{'date': '1453870834', 'weather': 'Clear', 'type': 'weather', 'feels_like': '18.0 to 22.8333333333'}"
weather,1453874401,2016-01-27 00:00,"{'date': '1453874401', 'weather': 'Clear', 'type': 'weather', 'feels_like': '18.0 to 22.8333333333'}"
weather,1453878001,2016-01-27 01:00,"{'date': '1453878001', 'weather': 'Clear', 'type': 'weather', 'feels_like': '18.0 to 22.8333333333'}"
weather,1453881604,2016-01-27 02:00,"{'date': '1453881604', 'weather': 'Clear', 'type': 'weather', 'feels_like': '22.8333333333 to 27.6666666667'}"
weather,1453885202,2016-01-27 03:00,"{'date': '1453885202', 'weather': 'Clear', 'type': 'weather', 'feels_like': '22.8333333333 to 27.6666666667'}"
weather,1453888802,2016-01-27 04:00,"{'date': '1453888802', 'weather': 'Overcast', 'type': 'weather', 'feels_like': '27.6666666667 to 32.5'}"
weather,1453892401,2016-01-27 05:00,"{'date': '1453892401', 'weather': 'Overcast', 'type': 'weather', 'feels_like': '27.6666666667 to 32.5'}"
weather,1453896001,2016-01-27 06:00,"{'date': '1453896001', 'weather': 'Overcast', 'type': 'weather', 'feels_like': '27.6666666667 to 32.5'}"
weather,1453899601,2016-01-27 07:00,"{'date': '1453899601', 'weather': 'Overcast', 'type': 'weather', 'feels_like': '27.6666666667 to 32.5'}"
bus,1453899660,2016-01-27 07:01,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453899660', 'eta': '0.0 to 5.16666666667', 'stop_name': 'North Ave & California', 'type': 'bus'}"
train,1453899676,2016-01-27 07:01,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453899676', 'eta': '1.0 to 5.5', 'stop_name': 'Damen', 'type': 'train'}"
train,1453899717,2016-01-27 07:01,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453899717', 'eta': '14.5 to 19.0', 'stop_name': 'Damen', 'type': 'train'}"
bus,1453899720,2016-01-27 07:02,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453899720', 'eta': '0.0 to 5.16666666667', 'stop_name': 'North Ave & California', 'type': 'bus'}"
train,1453899747,2016-01-27 07:02,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453899747', 'eta': '15.0 to 18.5', 'stop_name': 'California', 'type': 'train'}"
bus,1453899780,2016-01-27 07:03,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453899780', 'eta': '15.5 to 20.6666666667', 'stop_name': 'North Ave & California', 'type': 'bus'}"
train,1453899794,2016-01-27 07:03,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453899794', 'eta': '1.0 to 4.5', 'stop_name': 'California', 'type': 'train'}"
bus,1453899840,2016-01-27 07:04,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453899840', 'eta': '0.0 to 5.16666666667', 'stop_name': 'North Ave & California', 'type': 'bus'}"
train,1453900094,2016-01-27 07:08,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453900094', 'eta': '5.5 to 10.0', 'stop_name': 'Damen', 'type': 'train'}"
bus,1453900140,2016-01-27 07:09,"{'direction': 'Northbound', 'route': '52', 'delayed': '0', 'requested_time': '1453900140', 'eta': '5.16666666667 to 10.3333333333', 'stop_name': 'California & Le Moyne', 'type': 'bus'}"
train,1453900237,2016-01-27 07:10,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453900237', 'eta': '8.0 to 11.5', 'stop_name': 'California', 'type': 'train'}"
train,1453900416,2016-01-27 07:13,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453900416', 'eta': '11.5 to 15.0', 'stop_name': 'California', 'type': 'train'}"
train,1453900477,2016-01-27 07:14,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453900477', 'eta': '14.5 to 19.0', 'stop_name': 'Damen', 'type': 'train'}"
uberX,1453900500,2016-01-27 07:15,"{'surge_rate': '1.0', 'eta': '5.0 to 6.5', 'type': 'uberX', 'request_time': '1453900500', 'request_id': '23ec80a3-c44c-11e5-8c80-6c40089af1d0'}"
bus,1453900560,2016-01-27 07:16,"{'direction': 'Northbound', 'route': '52', 'delayed': '0', 'requested_time': '1453900560', 'eta': '15.5 to 20.6666666667', 'stop_name': 'California & Le Moyne', 'type': 'bus'}"
train,1453900654,2016-01-27 07:17,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453900654', 'eta': '1.0 to 5.5', 'stop_name': 'Damen', 'type': 'train'}"
train,1453900654,2016-01-27 07:17,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453900654', 'eta': '15.0 to 18.5', 'stop_name': 'California', 'type': 'train'}"
train,1453900656,2016-01-27 07:17,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453900656', 'eta': '14.5 to 19.0', 'stop_name': 'Damen', 'type': 'train'}"
bus,1453900740,2016-01-27 07:19,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453900740', 'eta': '0.0 to 5.16666666667', 'stop_name': 'North Ave & California', 'type': 'bus'}"
train,1453900777,2016-01-27 07:19,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453900777', 'eta': '4.5 to 8.0', 'stop_name': 'California', 'type': 'train'}"
bus,1453900920,2016-01-27 07:22,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453900920', 'eta': '5.16666666667 to 10.3333333333', 'stop_name': 'North Ave & California', 'type': 'bus'}"
train,1453901011,2016-01-27 07:23,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453901011', 'eta': '8.0 to 11.5', 'stop_name': 'California', 'type': 'train'}"
train,1453901017,2016-01-27 07:23,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453901017', 'eta': '5.5 to 10.0', 'stop_name': 'Damen', 'type': 'train'}"
bus,1453901100,2016-01-27 07:25,"{'direction': 'Northbound', 'route': '52', 'delayed': '0', 'requested_time': '1453901100', 'eta': '10.3333333333 to 15.5', 'stop_name': 'California & Le Moyne', 'type': 'bus'}"
train,1453901306,2016-01-27 07:28,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453901306', 'eta': '11.5 to 15.0', 'stop_name': 'California', 'type': 'train'}"
train,1453901311,2016-01-27 07:28,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453901311', 'eta': '10.0 to 14.5', 'stop_name': 'Damen', 'type': 'train'}"
uberX,1453901400,2016-01-27 07:30,"{'surge_rate': '1.0', 'eta': '5.0', 'type': 'uberX', 'request_time': '1453901400', 'request_id': '2fbedc0a-c437-11e5-bba6-6c40089af1d0'}"
train,1453901442,2016-01-27 07:30,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453901442', 'eta': '15.0 to 18.5', 'stop_name': 'California', 'type': 'train'}"
train,1453901601,2016-01-27 07:33,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453901601', 'eta': '1.0 to 4.5', 'stop_name': 'California', 'type': 'train'}"
train,1453901606,2016-01-27 07:33,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453901606', 'eta': '19.0', 'stop_name': 'Damen', 'type': 'train'}"
train,1453901670,2016-01-27 07:34,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453901670', 'eta': '1.0 to 5.5', 'stop_name': 'Damen', 'type': 'train'}"
bus,1453901760,2016-01-27 07:36,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453901760', 'eta': '5.16666666667 to 10.3333333333', 'stop_name': 'North Ave & California', 'type': 'bus'}"
bus,1453901820,2016-01-27 07:37,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453901820', 'eta': '5.16666666667 to 10.3333333333', 'stop_name': 'North Ave & California', 'type': 'bus'}"
bus,1453901820,2016-01-27 07:37,"{'direction': 'Northbound', 'route': '52', 'delayed': '0', 'requested_time': '1453901820', 'eta': '5.16666666667 to 10.3333333333', 'stop_name': 'California & Le Moyne', 'type': 'bus'}"
train,1453901877,2016-01-27 07:37,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453901877', 'eta': '8.0 to 11.5', 'stop_name': 'California', 'type': 'train'}"
train,1453901901,2016-01-27 07:38,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453901901', 'eta': '5.5 to 10.0', 'stop_name': 'Damen', 'type': 'train'}"
train,1453902032,2016-01-27 07:40,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453902032', 'eta': '8.0 to 11.5', 'stop_name': 'California', 'type': 'train'}"
train,1453902177,2016-01-27 07:42,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453902177', 'eta': '10.0 to 14.5', 'stop_name': 'Damen', 'type': 'train'}"
train,1453902218,2016-01-27 07:43,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453902218', 'eta': '11.5 to 15.0', 'stop_name': 'California', 'type': 'train'}"
bus,1453902300,2016-01-27 07:45,"{'direction': 'Northbound', 'route': '52', 'delayed': '0', 'requested_time': '1453902300', 'eta': '0.0 to 5.16666666667', 'stop_name': 'California & Le Moyne', 'type': 'bus'}"
train,1453902332,2016-01-27 07:45,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453902332', 'eta': '14.5 to 19.0', 'stop_name': 'Damen', 'type': 'train'}"
train,1453902439,2016-01-27 07:47,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453902439', 'eta': '15.0 to 18.5', 'stop_name': 'California', 'type': 'train'}"
train,1453902459,2016-01-27 07:47,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453902459', 'eta': '1.0 to 4.5', 'stop_name': 'California', 'type': 'train'}"
train,1453902513,2016-01-27 07:48,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453902513', 'eta': '1.0 to 5.5', 'stop_name': 'Damen', 'type': 'train'}"
train,1453902518,2016-01-27 07:48,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453902518', 'eta': '19.0', 'stop_name': 'Damen', 'type': 'train'}"
train,1453902633,2016-01-27 07:50,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453902633', 'eta': '4.5 to 8.0', 'stop_name': 'California', 'type': 'train'}"
train,1453902757,2016-01-27 07:52,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453902757', 'eta': '8.0', 'stop_name': 'California', 'type': 'train'}"
train,1453902759,2016-01-27 07:52,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453902759', 'eta': '5.5 to 10.0', 'stop_name': 'Damen', 'type': 'train'}"
bus,1453902780,2016-01-27 07:53,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453902780', 'eta': '5.16666666667 to 10.3333333333', 'stop_name': 'North Ave & California', 'type': 'bus'}"
train,1453902933,2016-01-27 07:55,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453902933', 'eta': '10.0 to 14.5', 'stop_name': 'Damen', 'type': 'train'}"
train,1453902935,2016-01-27 07:55,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453902935', 'eta': '8.0 to 11.5', 'stop_name': 'California', 'type': 'train'}"
bus,1453903020,2016-01-27 07:57,"{'direction': 'Northbound', 'route': '52', 'delayed': '0', 'requested_time': '1453903020', 'eta': '10.3333333333 to 15.5', 'stop_name': 'California & Le Moyne', 'type': 'bus'}"
train,1453903057,2016-01-27 07:57,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453903057', 'eta': '10.0 to 14.5', 'stop_name': 'Damen', 'type': 'train'}"
train,1453903116,2016-01-27 07:58,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453903116', 'eta': '11.5 to 15.0', 'stop_name': 'California', 'type': 'train'}"
uberX,1453903200,2016-01-27 08:00,"{'surge_rate': '1.0', 'eta': '2.0', 'type': 'uberX', 'request_time': '1453903200', 'request_id': 'c73e44a6-c835-11e5-a712-6c40089af1d0'}"
weather,1453903202,2016-01-27 08:00,"{'date': '1453903202', 'weather': 'Overcast', 'type': 'weather', 'feels_like': '18'}"
train,1453903239,2016-01-27 08:00,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453903239', 'eta': '1.0', 'stop_name': 'California', 'type': 'train'}"
train,1453903254,2016-01-27 08:00,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453903254', 'eta': '1.0', 'stop_name': 'Damen', 'type': 'train'}"
train,1453903358,2016-01-27 08:02,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453903358', 'eta': '15.0 to 18.5', 'stop_name': 'California', 'type': 'train'}"
train,1453903379,2016-01-27 08:02,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453903379', 'eta': '1.0 to 4.5', 'stop_name': 'California', 'type': 'train'}"
bus,1453903440,2016-01-27 08:04,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453903440', 'eta': '0.0 to 5.16666666667', 'stop_name': 'North Ave & California', 'type': 'bus'}"
train,1453903479,2016-01-27 08:04,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453903479', 'eta': '1.0 to 5.5', 'stop_name': 'Damen', 'type': 'train'}"
train,1453903619,2016-01-27 08:06,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453903619', 'eta': '5.5 to 10.0', 'stop_name': 'Damen', 'type': 'train'}"
bus,1453903620,2016-01-27 08:07,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453903620', 'eta': '5.16666666667 to 10.3333333333', 'stop_name': 'North Ave & California', 'type': 'bus'}"
train,1453903669,2016-01-27 08:07,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453903669', 'eta': '8.0', 'stop_name': 'California', 'type': 'train'}"
train,1453903791,2016-01-27 08:09,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453903791', 'eta': '8.0 to 11.5', 'stop_name': 'California', 'type': 'train'}"
bus,1453903800,2016-01-27 08:10,"{'direction': 'Northbound', 'route': '52', 'delayed': '0', 'requested_time': '1453903800', 'eta': '10.3333333333 to 15.5', 'stop_name': 'California & Le Moyne', 'type': 'bus'}"
train,1453903909,2016-01-27 08:11,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453903909', 'eta': '10.0 to 14.5', 'stop_name': 'Damen', 'type': 'train'}"
train,1453903956,2016-01-27 08:12,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453903956', 'eta': '11.5 to 15.0', 'stop_name': 'California', 'type': 'train'}"
bus,1453904040,2016-01-27 08:14,"{'direction': 'Northbound', 'route': '52', 'delayed': '0', 'requested_time': '1453904040', 'eta': '10.3333333333 to 15.5', 'stop_name': 'California & Le Moyne', 'type': 'bus'}"
train,1453904098,2016-01-27 08:14,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453904098', 'eta': '15.0', 'stop_name': 'California', 'type': 'train'}"
uberX,1453904100,2016-01-27 08:15,"{'surge_rate': '1.0', 'eta': '2.0 to 3.5', 'type': 'uberX', 'request_time': '1453904100', 'request_id': '1c4b1ad4-c827-11e5-99e0-6c40089af1d0'}"
train,1453904151,2016-01-27 08:15,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453904151', 'eta': '1.0', 'stop_name': 'California', 'type': 'train'}"
train,1453904207,2016-01-27 08:16,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453904207', 'eta': '1.0 to 5.5', 'stop_name': 'Damen', 'type': 'train'}"
bus,1453904340,2016-01-27 08:19,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453904340', 'eta': '0.0 to 5.16666666667', 'stop_name': 'North Ave & California', 'type': 'bus'}"
train,1453904451,2016-01-27 08:20,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453904451', 'eta': '5.5 to 10.0', 'stop_name': 'Damen', 'type': 'train'}"
train,1453904458,2016-01-27 08:20,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453904458', 'eta': '4.5 to 8.0', 'stop_name': 'California', 'type': 'train'}"
bus,1453904520,2016-01-27 08:22,"{'direction': 'Northbound', 'route': '52', 'delayed': '0', 'requested_time': '1453904520', 'eta': '5.16666666667 to 10.3333333333', 'stop_name': 'California & Le Moyne', 'type': 'bus'}"
train,1453904631,2016-01-27 08:23,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453904631', 'eta': '8.0 to 11.5', 'stop_name': 'California', 'type': 'train'}"
train,1453904749,2016-01-27 08:25,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453904749', 'eta': '8.0 to 11.5', 'stop_name': 'California', 'type': 'train'}"
train,1453904758,2016-01-27 08:25,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453904758', 'eta': '10.0 to 14.5', 'stop_name': 'Damen', 'type': 'train'}"
train,1453904931,2016-01-27 08:28,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453904931', 'eta': '10.0 to 14.5', 'stop_name': 'Damen', 'type': 'train'}"
train,1453904978,2016-01-27 08:29,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453904978', 'eta': '15.0', 'stop_name': 'California', 'type': 'train'}"
uberX,1453905000,2016-01-27 08:30,"{'surge_rate': '1.0', 'eta': '2.0 to 3.5', 'type': 'uberX', 'request_time': '1453905000', 'request_id': '28f2f342-c83e-11e5-a0a2-6c40089af1d0'}"
train,1453905044,2016-01-27 08:30,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453905044', 'eta': '1.0', 'stop_name': 'Damen', 'type': 'train'}"
bus,1453905060,2016-01-27 08:31,"{'direction': 'Northbound', 'route': '52', 'delayed': '0', 'requested_time': '1453905060', 'eta': '0.0 to 5.16666666667', 'stop_name': 'California & Le Moyne', 'type': 'bus'}"
bus,1453905180,2016-01-27 08:33,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453905180', 'eta': '0.0 to 5.16666666667', 'stop_name': 'North Ave & California', 'type': 'bus'}"
train,1453905229,2016-01-27 08:33,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453905229', 'eta': '18.5 to 22.0', 'stop_name': 'California', 'type': 'train'}"
train,1453905238,2016-01-27 08:33,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453905238', 'eta': '1.0 to 5.5', 'stop_name': 'Damen', 'type': 'train'}"
train,1453905286,2016-01-27 08:34,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453905286', 'eta': '4.5 to 8.0', 'stop_name': 'California', 'type': 'train'}"
train,1453905478,2016-01-27 08:37,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453905478', 'eta': '8.0', 'stop_name': 'California', 'type': 'train'}"
train,1453905586,2016-01-27 08:39,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453905586', 'eta': '10.0', 'stop_name': 'Damen', 'type': 'train'}"
train,1453905631,2016-01-27 08:40,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453905631', 'eta': '8.0 to 11.5', 'stop_name': 'California', 'type': 'train'}"
train,1453905778,2016-01-27 08:42,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453905778', 'eta': '10.0 to 14.5', 'stop_name': 'Damen', 'type': 'train'}"
train,1453905822,2016-01-27 08:43,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453905822', 'eta': '11.5 to 15.0', 'stop_name': 'California', 'type': 'train'}"
uberX,1453905900,2016-01-27 08:45,"{'surge_rate': '1.0', 'eta': '6.5 to 8.0', 'type': 'uberX', 'request_time': '1453905900', 'request_id': '04fa33eb-c6b0-11e5-9e17-6c40089af1d0'}"
train,1453905905,2016-01-27 08:45,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453905905', 'eta': '1.0', 'stop_name': 'California', 'type': 'train'}"
train,1453905948,2016-01-27 08:45,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453905948', 'eta': '15.0 to 18.5', 'stop_name': 'California', 'type': 'train'}"
train,1453905977,2016-01-27 08:46,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453905977', 'eta': '1.0 to 4.5', 'stop_name': 'California', 'type': 'train'}"
train,1453906060,2016-01-27 08:47,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453906060', 'eta': '1.0 to 4.5', 'stop_name': 'California', 'type': 'train'}"
train,1453906073,2016-01-27 08:47,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453906073', 'eta': '15.0 to 18.5', 'stop_name': 'California', 'type': 'train'}"
bus,1453906080,2016-01-27 08:48,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453906080', 'eta': '0.0 to 5.16666666667', 'stop_name': 'North Ave & California', 'type': 'bus'}"
bus,1453906080,2016-01-27 08:48,"{'direction': 'Northbound', 'route': '52', 'delayed': '0', 'requested_time': '1453906080', 'eta': '0.0 to 5.16666666667', 'stop_name': 'California & Le Moyne', 'type': 'bus'}"
train,1453906145,2016-01-27 08:49,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453906145', 'eta': '1.0 to 5.5', 'stop_name': 'Damen', 'type': 'train'}"
train,1453906233,2016-01-27 08:50,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453906233', 'eta': '4.5 to 8.0', 'stop_name': 'California', 'type': 'train'}"
train,1453906277,2016-01-27 08:51,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453906277', 'eta': '5.5 to 10.0', 'stop_name': 'Damen', 'type': 'train'}"
train,1453906360,2016-01-27 08:52,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453906360', 'eta': '5.5 to 10.0', 'stop_name': 'Damen', 'type': 'train'}"
train,1453906472,2016-01-27 08:54,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453906472', 'eta': '8.0 to 11.5', 'stop_name': 'California', 'type': 'train'}"
train,1453906533,2016-01-27 08:55,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453906533', 'eta': '10.0 to 14.5', 'stop_name': 'Damen', 'type': 'train'}"
uberX,1453906800,2016-01-27 09:00,"{'surge_rate': '1.0', 'eta': '5.0', 'type': 'uberX', 'request_time': '1453906800', 'request_id': '9d181b47-c5cb-11e5-9f33-6c40089af1d0'}"
weather,1453906801,2016-01-27 09:00,"{'date': '1453906801', 'weather': 'Overcast', 'type': 'weather', 'feels_like': '18.0 to 22.8333333333'}"
train,1453906887,2016-01-27 09:01,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453906887', 'eta': '15.0 to 18.5', 'stop_name': 'California', 'type': 'train'}"
train,1453906959,2016-01-27 09:02,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453906959', 'eta': '1.0 to 4.5', 'stop_name': 'California', 'type': 'train'}"
bus,1453906980,2016-01-27 09:03,"{'direction': 'Northbound', 'route': '52', 'delayed': '0', 'requested_time': '1453906980', 'eta': '15.5 to 20.6666666667', 'stop_name': 'California & Le Moyne', 'type': 'bus'}"
train,1453907077,2016-01-27 09:04,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453907077', 'eta': '4.5 to 8.0', 'stop_name': 'California', 'type': 'train'}"
bus,1453907100,2016-01-27 09:05,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453907100', 'eta': '5.16666666667 to 10.3333333333', 'stop_name': 'North Ave & California', 'type': 'bus'}"
bus,1453907160,2016-01-27 09:06,"{'direction': 'Northbound', 'route': '52', 'delayed': '0', 'requested_time': '1453907160', 'eta': '5.16666666667 to 10.3333333333', 'stop_name': 'California & Le Moyne', 'type': 'bus'}"
train,1453907231,2016-01-27 09:07,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453907231', 'eta': '8.0', 'stop_name': 'California', 'type': 'train'}"
train,1453907259,2016-01-27 09:07,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453907259', 'eta': '5.5 to 10.0', 'stop_name': 'Damen', 'type': 'train'}"
train,1453907377,2016-01-27 09:09,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453907377', 'eta': '10.0', 'stop_name': 'Damen', 'type': 'train'}"
train,1453907471,2016-01-27 09:11,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453907471', 'eta': '10.0 to 14.5', 'stop_name': 'Damen', 'type': 'train'}"
train,1453907491,2016-01-27 09:11,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453907491', 'eta': '11.5 to 15.0', 'stop_name': 'California', 'type': 'train'}"
train,1453907731,2016-01-27 09:15,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453907731', 'eta': '14.5 to 19.0', 'stop_name': 'Damen', 'type': 'train'}"
train,1453907739,2016-01-27 09:15,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453907739', 'eta': '1.0', 'stop_name': 'Damen', 'type': 'train'}"
train,1453907739,2016-01-27 09:15,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453907739', 'eta': '1.0', 'stop_name': 'California', 'type': 'train'}"
bus,1453907940,2016-01-27 09:19,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453907940', 'eta': '0.0 to 5.16666666667', 'stop_name': 'North Ave & California', 'type': 'bus'}"
train,1453907972,2016-01-27 09:19,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453907972', 'eta': '4.5 to 8.0', 'stop_name': 'California', 'type': 'train'}"
train,1453908039,2016-01-27 09:20,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453908039', 'eta': '5.5 to 10.0', 'stop_name': 'Damen', 'type': 'train'}"
bus,1453908180,2016-01-27 09:23,"{'direction': 'Eastbound', 'route': '72', 'delayed': '0', 'requested_time': '1453908180', 'eta': '5.16666666667 to 10.3333333333', 'stop_name': 'North Ave & California', 'type': 'bus'}"
bus,1453908180,2016-01-27 09:23,"{'direction': 'Northbound', 'route': '52', 'delayed': '0', 'requested_time': '1453908180', 'eta': '5.16666666667 to 10.3333333333', 'stop_name': 'California & Le Moyne', 'type': 'bus'}"
train,1453908272,2016-01-27 09:24,"{'direction': '5', 'route': 'Blue', 'delayed': '0', 'requested_time': '1453908272', 'eta': '10.0', 'stop_name': 'Damen', 'type': 'train'}"
