requested_time,route,direction,stop_name,eta,delayed
1454347920,72,Eastbound,North Ave & California,16.0 to 21.0,0
1454348640,72,Eastbound,North Ave & California,11.0 to 16.0,0
1454348820,72,Eastbound,North Ave & California,1.0 to 6.0,0
1454349120,72,Eastbound,North Ave & California,6.0 to 11.0,0
1453301160,52,Northbound,California & Le Moyne,0.0 to 5.16666666667,0
1453301820,52,Northbound,California & Le Moyne,10.3333333333 to 15.5,0
1453302240,52,Northbound,California & Le Moyne,0.0 to 5.16666666667,0
1453303380,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453304160,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453305120,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453306020,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453306980,52,Northbound,California & Le Moyne,20.6666666667 to 25.8333333333,0
1453306920,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453307760,52,Northbound,California & Le Moyne,20.6666666667 to 25.8333333333,0
1453307820,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453308780,52,Northbound,California & Le Moyne,20.6666666667 to 25.8333333333,0
1453308660,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453309500,52,Northbound,California & Le Moyne,20.6666666667 to 25.8333333333,0
1453309560,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453310520,52,Northbound,California & Le Moyne,20.6666666667 to 25.8333333333,0
1453310460,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453311900,52,Northbound,California & Le Moyne,15.5 to 20.6666666667,0
1453312680,52,Northbound,California & Le Moyne,10.3333333333 to 15.5,0
1453381560,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453382460,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453383060,52,Northbound,California & Le Moyne,15.5 to 20.6666666667,0
1453383120,52,Northbound,California & Le Moyne,0.0 to 5.16666666667,0
1453383180,52,Northbound,California & Le Moyne,0.0 to 5.16666666667,0
1453384440,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453384560,52,Northbound,California & Le Moyne,10.3333333333 to 15.5,0
1453385640,52,Northbound,California & Le Moyne,10.3333333333 to 15.5,0
1453386000,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453386120,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453386960,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453387380,52,Northbound,California & Le Moyne,10.3333333333 to 15.5,0
1453388160,52,Northbound,California & Le Moyne,10.3333333333 to 15.5,0
1453388820,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453389540,52,Northbound,California & Le Moyne,0.0 to 5.16666666667,0
1453390380,52,Northbound,California & Le Moyne,15.5 to 20.6666666667,0
1453390500,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453391340,52,Northbound,California & Le Moyne,15.5 to 20.6666666667,0
1453391340,52,Northbound,California & Le Moyne,0.0 to 5.16666666667,0
1453392480,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
1453393560,52,Northbound,California & Le Moyne,10.3333333333 to 15.5,0
1453394040,52,Northbound,California & Le Moyne,15.5 to 20.6666666667,0
1453394340,52,Northbound,California & Le Moyne,5.16666666667 to 10.3333333333,0
