requested_time,route,direction,stop_name,eta,delayed
1454430692,Blue,5,Damen,1.0 to 5.5,0
1454431597,Blue,5,Damen,14.5 to 19.0,0
1454431564,Blue,5,Damen,1.0 to 5.5,0
1454432138,Blue,5,Damen,10.0 to 14.5,0
1454432553,Blue,5,Damen,1.0 to 5.5,0
1454433271,Blue,5,Damen,14.5 to 19.0,0
1454433754,Blue,5,Damen,5.5 to 10.0,0
1454434360,Blue,5,Damen,14.5 to 19.0,0
1454434420,Blue,5,Damen,1.0 to 5.5,0
1454435015,Blue,5,Damen,10.0 to 14.5,0
1454435462,Blue,5,Damen,5.5 to 10.0,0
1454504455,Blue,5,Damen,14.5 to 19.0,0
1454504796,Blue,5,Damen,5.5 to 10.0,0
1454505230,Blue,5,Damen,10.0 to 14.5,0
1454505402,Blue,5,Damen,14.5 to 19.0,0
1454505356,Blue,5,Damen,1.0 to 5.5,0
1454505879,Blue,5,Damen,10.0,0
1454506156,Blue,5,Damen,14.5 to 19.0,0
1454506329,Blue,5,Damen,14.5 to 19.0,0
1454506292,Blue,5,Damen,1.0 to 5.5,0
1454506717,Blue,5,Damen,5.5 to 10.0,0
1454506920,Blue,5,Damen,10.0 to 14.5,0
1454507079,Blue,5,Damen,14.5 to 19.0,0
1454507283,Blue,5,Damen,19.0,0
1454507130,Blue,5,Damen,1.0,0
1454507379,Blue,5,Damen,1.0 to 5.5,0
