-87.629024,-87.696287,14,1.0,41.879931,14,1a1012dc-c2ec-11e5-99c2-6c40089af1d0,1020,uberX,41.908511
-87.629024,-87.696287,23,1.0,41.879931,23,1a1012dc-c2ec-11e5-99c2-6c40089af1d0,1020,uberXL,41.908511
-87.629024,-87.696287,14,1.0,41.879931,14,1a1012dc-c2ec-11e5-99c2-6c40089af1d0,1020,uberESPANOL,41.908511
-87.629024,-87.696287,26,1.0,41.879931,26,1a1012dc-c2ec-11e5-99c2-6c40089af1d0,1020,UberSELECT,41.908511
-87.629024,-87.696287,37,1.0,41.879931,37,1a1012dc-c2ec-11e5-99c2-6c40089af1d0,1020,UberBLACK,41.908511
-87.629024,-87.696287,51,1.0,41.879931,51,1a1012dc-c2ec-11e5-99c2-6c40089af1d0,1020,UberSUV,41.908511
-87.629024,-87.696287,,1.0,41.879931,,1a1012dc-c2ec-11e5-99c2-6c40089af1d0,1020,uberTAXI,41.908511
-87.629024,-87.696287,14,1.0,41.879931,14,32784202-c2ee-11e5-811d-6c40089af1d0,1020,uberX,41.908511
-87.629024,-87.696287,23,1.0,41.879931,23,32784202-c2ee-11e5-811d-6c40089af1d0,1020,uberXL,41.908511
-87.629024,-87.696287,14,1.0,41.879931,14,32784202-c2ee-11e5-811d-6c40089af1d0,1020,uberESPANOL,41.908511
-87.629024,-87.696287,26,1.0,41.879931,26,32784202-c2ee-11e5-811d-6c40089af1d0,1020,UberSELECT,41.908511
-87.629024,-87.696287,37,1.0,41.879931,37,32784202-c2ee-11e5-811d-6c40089af1d0,1020,UberBLACK,41.908511
-87.629024,-87.696287,51,1.0,41.879931,51,32784202-c2ee-11e5-811d-6c40089af1d0,1020,UberSUV,41.908511
-87.629024,-87.696287,,1.0,41.879931,,32784202-c2ee-11e5-811d-6c40089af1d0,1020,uberTAXI,41.908511
-87.629024,-87.696287,14,1.0,41.879931,14,4a89bee6-c2f0-11e5-97e8-6c40089af1d0,1080,uberX,41.908511
-87.629024,-87.696287,23,1.0,41.879931,23,4a89bee6-c2f0-11e5-97e8-6c40089af1d0,1080,uberXL,41.908511
-87.629024,-87.696287,14,1.0,41.879931,14,4a89bee6-c2f0-11e5-97e8-6c40089af1d0,1080,uberESPANOL,41.908511
-87.629024,-87.696287,26,1.0,41.879931,26,4a89bee6-c2f0-11e5-97e8-6c40089af1d0,1080,UberSELECT,41.908511
-87.629024,-87.696287,37,1.0,41.879931,37,4a89bee6-c2f0-11e5-97e8-6c40089af1d0,1080,UberBLACK,41.908511
-87.629024,-87.696287,51,1.0,41.879931,51,4a89bee6-c2f0-11e5-97e8-6c40089af1d0,1080,UberSUV,41.908511
-87.629024,-87.696287,,1.0,41.879931,,4a89bee6-c2f0-11e5-97e8-6c40089af1d0,1080,uberTAXI,41.908511
-87.629024,-87.696287,14,1.0,41.879931,14,6351dc02-c2f2-11e5-92ff-6c40089af1d0,1080,uberX,41.908511
-87.629024,-87.696287,28,1.2,41.879931,28,6351dc02-c2f2-11e5-92ff-6c40089af1d0,1080,uberXL,41.908511
-87.629024,-87.696287,14,1.0,41.879931,14,6351dc02-c2f2-11e5-92ff-6c40089af1d0,1080,uberESPANOL,41.908511
-87.629024,-87.696287,26,1.0,41.879931,26,6351dc02-c2f2-11e5-92ff-6c40089af1d0,1080,UberSELECT,41.908511
-87.629024,-87.696287,37,1.0,41.879931,37,6351dc02-c2f2-11e5-92ff-6c40089af1d0,1080,UberBLACK,41.908511
-87.629024,-87.696287,51,1.0,41.879931,51,6351dc02-c2f2-11e5-92ff-6c40089af1d0,1080,UberSUV,41.908511
-87.629024,-87.696287,,1.0,41.879931,,6351dc02-c2f2-11e5-92ff-6c40089af1d0,1080,uberTAXI,41.908511
-87.629024,-87.696287,19,1.5,41.879931,19,7b7c6a5c-c2f4-11e5-a1ea-6c40089af1d0,1080,uberX,41.908511
-87.629024,-87.696287,47,2.1,41.879931,47,7b7c6a5c-c2f4-11e5-a1ea-6c40089af1d0,1080,uberXL,41.908511
-87.629024,-87.696287,19,1.5,41.879931,19,7b7c6a5c-c2f4-11e5-a1ea-6c40089af1d0,1080,uberESPANOL,41.908511
-87.629024,-87.696287,26,1.0,41.879931,26,7b7c6a5c-c2f4-11e5-a1ea-6c40089af1d0,1080,UberSELECT,41.908511
-87.629024,-87.696287,37,1.0,41.879931,37,7b7c6a5c-c2f4-11e5-a1ea-6c40089af1d0,1080,UberBLACK,41.908511
-87.629024,-87.696287,51,1.0,41.879931,51,7b7c6a5c-c2f4-11e5-a1ea-6c40089af1d0,1080,UberSUV,41.908511
-87.629024,-87.696287,,1.0,41.879931,,7b7c6a5c-c2f4-11e5-a1ea-6c40089af1d0,1080,uberTAXI,41.908511
-87.629024,-87.696287,16,1.2,41.879931,16,940e9fb8-c2f6-11e5-bc72-6c40089af1d0,1020,uberX,41.908511
-87.629024,-87.696287,23,1.0,41.879931,23,940e9fb8-c2f6-11e5-bc72-6c40089af1d0,1020,uberXL,41.908511
-87.629024,-87.696287,16,1.2,41.879931,16,940e9fb8-c2f6-11e5-bc72-6c40089af1d0,1020,uberESPANOL,41.908511
-87.629024,-87.696287,26,1.0,41.879931,26,940e9fb8-c2f6-11e5-bc72-6c40089af1d0,1020,UberSELECT,41.908511
-87.629024,-87.696287,37,1.0,41.879931,37,940e9fb8-c2f6-11e5-bc72-6c40089af1d0,1020,UberBLACK,41.908511
-87.629024,-87.696287,50,1.0,41.879931,50,940e9fb8-c2f6-11e5-bc72-6c40089af1d0,1020,UberSUV,41.908511
-87.629024,-87.696287,,1.0,41.879931,,940e9fb8-c2f6-11e5-bc72-6c40089af1d0,1020,uberTAXI,41.908511
-87.629024,-87.696287,13,1.0,41.879931,13,ac6b7138-c2f8-11e5-80ef-6c40089af1d0,1020,uberX,41.908511
-87.629024,-87.696287,23,1.0,41.879931,23,ac6b7138-c2f8-11e5-80ef-6c40089af1d0,1020,uberXL,41.908511
-87.629024,-87.696287,13,1.0,41.879931,13,ac6b7138-c2f8-11e5-80ef-6c40089af1d0,1020,uberESPANOL,41.908511
-87.629024,-87.696287,26,1.0,41.879931,26,ac6b7138-c2f8-11e5-80ef-6c40089af1d0,1020,UberSELECT,41.908511
-87.629024,-87.696287,37,1.0,41.879931,37,ac6b7138-c2f8-11e5-80ef-6c40089af1d0,1020,UberBLACK,41.908511
-87.629024,-87.696287,50,1.0,41.879931,50,ac6b7138-c2f8-11e5-80ef-6c40089af1d0,1020,UberSUV,41.908511
-87.629024,-87.696287,,1.0,41.879931,,ac6b7138-c2f8-11e5-80ef-6c40089af1d0,1020,uberTAXI,41.908511
-87.629024,-87.696287,13,1.0,41.879931,13,c4ed761e-c2fa-11e5-8bb3-6c40089af1d0,1020,uberX,41.908511
-87.629024,-87.696287,23,1.0,41.879931,23,c4ed761e-c2fa-11e5-8bb3-6c40089af1d0,1020,uberXL,41.908511
-87.629024,-87.696287,13,1.0,41.879931,13,c4ed761e-c2fa-11e5-8bb3-6c40089af1d0,1020,uberESPANOL,41.908511
-87.629024,-87.696287,26,1.0,41.879931,26,c4ed761e-c2fa-11e5-8bb3-6c40089af1d0,1020,UberSELECT,41.908511
-87.629024,-87.696287,37,1.0,41.879931,37,c4ed761e-c2fa-11e5-8bb3-6c40089af1d0,1020,UberBLACK,41.908511
-87.629024,-87.696287,50,1.0,41.879931,50,c4ed761e-c2fa-11e5-8bb3-6c40089af1d0,1020,UberSUV,41.908511
-87.629024,-87.696287,,1.0,41.879931,,c4ed761e-c2fa-11e5-8bb3-6c40089af1d0,1020,uberTAXI,41.908511
-87.629024,-87.696287,13,1.0,41.879931,13,ddac743a-c2fc-11e5-a6c3-6c40089af1d0,1020,uberX,41.908511
-87.629024,-87.696287,23,1.0,41.879931,23,ddac743a-c2fc-11e5-a6c3-6c40089af1d0,1020,uberXL,41.908511
-87.629024,-87.696287,13,1.0,41.879931,13,ddac743a-c2fc-11e5-a6c3-6c40089af1d0,1020,uberESPANOL,41.908511
-87.629024,-87.696287,26,1.0,41.879931,26,ddac743a-c2fc-11e5-a6c3-6c40089af1d0,1020,UberSELECT,41.908511
-87.629024,-87.696287,37,1.0,41.879931,37,ddac743a-c2fc-11e5-a6c3-6c40089af1d0,1020,UberBLACK,41.908511
-87.629024,-87.696287,50,1.0,41.879931,50,ddac743a-c2fc-11e5-a6c3-6c40089af1d0,1020,UberSUV,41.908511
-87.629024,-87.696287,,1.0,41.879931,,ddac743a-c2fc-11e5-a6c3-6c40089af1d0,1020,uberTAXI,41.908511
-87.629024,-87.696287,13,1.0,41.879931,13,f5bf48eb-c2fe-11e5-bb87-6c40089af1d0,960,uberX,41.908511
-87.629024,-87.696287,23,1.0,41.879931,23,f5bf48eb-c2fe-11e5-bb87-6c40089af1d0,960,uberXL,41.908511
-87.629024,-87.696287,13,1.0,41.879931,13,f5bf48eb-c2fe-11e5-bb87-6c40089af1d0,960,uberESPANOL,41.908511
-87.629024,-87.696287,25,1.0,41.879931,25,f5bf48eb-c2fe-11e5-bb87-6c40089af1d0,960,UberSELECT,41.908511
-87.629024,-87.696287,37,1.0,41.879931,37,f5bf48eb-c2fe-11e5-bb87-6c40089af1d0,960,UberBLACK,41.908511
-87.629024,-87.696287,50,1.0,41.879931,50,f5bf48eb-c2fe-11e5-bb87-6c40089af1d0,960,UberSUV,41.908511
-87.629024,-87.696287,,1.0,41.879931,,f5bf48eb-c2fe-11e5-bb87-6c40089af1d0,960,uberTAXI,41.908511
