utc_timestamp,date_string,prediction,california_train,weather,feels_like,tweet,amen_train,uber_surging,uber_eta,72_bus,52_bus
1454252401,2016-01-31 09:00,2,7.0 to 10.0,Overcast,42.1666666667 to 47.0,0,13.5 to 17.6666666667,1.0 to 1.15,5.0 to 6.5,6.0 to 11.0,11.0 to 16.0
1454253302,2016-01-31 09:15,3,16.0 to 19.0,Overcast,42.1666666667 to 47.0,0,9.33333333333 to 13.5,1.0 to 1.15,3.5 to 5.0,21.0 to 26.0,16.0 to 21.0
1454254203,2016-01-31 09:30,3,10.0 to 13.0,Overcast,42.1666666667 to 47.0,0,13.5 to 17.6666666667,1.0 to 1.15,3.5 to 5.0,11.0 to 16.0,21.0 to 26.0
1454255104,2016-01-31 09:45,3,13.0 to 16.0,Overcast,42.1666666667 to 47.0,0,17.6666666667 to 21.8333333333,1.0 to 1.15,3.5 to 5.0,11.0 to 16.0,11.0 to 16.0
1454256001,2016-01-31 10:00,3,10.0 to 13.0,Overcast,42.1666666667 to 47.0,0,1.0 to 5.16666666667,1.0 to 1.15,3.5 to 5.0,11.0 to 16.0,11.0 to 16.0
1454256902,2016-01-31 10:15,3,10.0 to 13.0,Overcast,42.1666666667 to 47.0,0,13.5 to 17.6666666667,1.0 to 1.15,2.0 to 3.5,11.0 to 16.0,21.0 to 26.0
1454257803,2016-01-31 10:30,2,10.0 to 13.0,Overcast,42.1666666667 to 47.0,0,13.5 to 17.6666666667,1.0 to 1.15,6.5 to 8.0,6.0 to 11.0,11.0 to 16.0
1454258704,2016-01-31 10:45,3,1.0 to 4.0,Overcast,42.1666666667 to 47.0,0,13.5 to 17.6666666667,1.0 to 1.15,3.5 to 5.0,11.0 to 16.0,16.0 to 21.0
1454259601,2016-01-31 11:00,3,1.0 to 4.0,Overcast,42.1666666667 to 47.0,0,13.5 to 17.6666666667,1.0 to 1.15,3.5 to 5.0,11.0 to 16.0,21.0 to 26.0
1454260502,2016-01-31 11:15,3,16.0 to 19.0,Overcast,42.1666666667 to 47.0,0,13.5 to 17.6666666667,1.0 to 1.15,3.5 to 5.0,11.0 to 16.0,21.0 to 26.0
1454261403,2016-01-31 11:30,3,13.0 to 16.0,Overcast,42.1666666667 to 47.0,0,13.5 to 17.6666666667,1.0 to 1.15,3.5 to 5.0,11.0 to 16.0,11.0 to 16.0
1454262304,2016-01-31 11:45,3,1.0 to 4.0,Overcast,42.1666666667 to 47.0,0,13.5 to 17.6666666667,1.0 to 1.15,3.5 to 5.0,11.0 to 16.0,11.0 to 16.0
1454331601,2016-02-01 07:00,1,1.0 to 4.0,Mostly Cloudy,27.6666666667 to 32.5,1,1.0 to 5.16666666667,1.0 to 1.15,9.5 to 11.0,16.0 to 21.0,6.0 to 11.0
1454332502,2016-02-01 07:15,1,13.0 to 16.0,Mostly Cloudy,27.6666666667 to 32.5,1,9.33333333333 to 13.5,1.0 to 1.15,5.0 to 6.5,1.0 to 6.0,1.0 to 6.0
1454333403,2016-02-01 07:30,1,16.0 to 19.0,Mostly Cloudy,27.6666666667 to 32.5,1,13.5 to 17.6666666667,1.0 to 1.15,5.0 to 6.5,6.0 to 11.0,1.0 to 6.0
1454334304,2016-02-01 07:45,1,13.0 to 16.0,Mostly Cloudy,27.6666666667 to 32.5,1,13.5 to 17.6666666667,1.0 to 1.15,3.5 to 5.0,1.0 to 6.0,1.0 to 6.0
1454335201,2016-02-01 08:00,2,1.0 to 4.0,Mostly Cloudy,27.6666666667 to 32.5,1,13.5 to 17.6666666667,1.0 to 1.15,3.5 to 5.0,1.0 to 6.0,11.0 to 16.0
1454336102,2016-02-01 08:15,1,16.0 to 19.0,Mostly Cloudy,27.6666666667 to 32.5,1,5.16666666667 to 9.33333333333,1.0 to 1.15,3.5 to 5.0,6.0 to 11.0,6.0 to 11.0
1454337003,2016-02-01 08:30,1,1.0 to 4.0,Mostly Cloudy,27.6666666667 to 32.5,1,1.0 to 5.16666666667,1.15 to 1.3,6.5 to 8.0,1.0 to 6.0,1.0 to 6.0
1454337904,2016-02-01 08:45,2,13.0 to 16.0,Mostly Cloudy,27.6666666667 to 32.5,1,1.0 to 5.16666666667,1.15 to 1.3,6.5 to 8.0,1.0 to 6.0,11.0 to 16.0
1454338801,2016-02-01 09:00,2,13.0 to 16.0,Mostly Cloudy,27.6666666667 to 32.5,1,13.5 to 17.6666666667,1.15 to 1.3,6.5 to 8.0,6.0 to 11.0,11.0 to 16.0
1454339702,2016-02-01 09:15,1,16.0 to 19.0,Mostly Cloudy,27.6666666667 to 32.5,1,13.5 to 17.6666666667,1.0 to 1.15,5.0 to 6.5,1.0 to 6.0,1.0 to 6.0
1454340603,2016-02-01 09:30,2,1.0 to 4.0,Mostly Cloudy,32.5 to 37.3333333333,1,9.33333333333 to 13.5,1.0 to 1.15,5.0 to 6.5,6.0 to 11.0,16.0 to 21.0
1454341504,2016-02-01 09:45,1,1.0 to 4.0,Mostly Cloudy,32.5 to 37.3333333333,1,17.6666666667 to 21.8333333333,1.0 to 1.15,5.0 to 6.5,1.0 to 6.0,21.0 to 26.0
1454342401,2016-02-01 10:00,2,1.0 to 4.0,Mostly Cloudy,32.5 to 37.3333333333,1,17.6666666667 to 21.8333333333,1.0 to 1.15,3.5 to 5.0,11.0 to 16.0,1.0 to 6.0
1454343302,2016-02-01 10:15,3,16.0 to 19.0,Mostly Cloudy,32.5 to 37.3333333333,1,9.33333333333 to 13.5,1.0 to 1.15,3.5 to 5.0,11.0 to 16.0,16.0 to 21.0
1454344203,2016-02-01 10:30,3,10.0 to 13.0,Mostly Cloudy,32.5 to 37.3333333333,1,13.5 to 17.6666666667,1.0 to 1.15,6.5 to 8.0,21.0 to 26.0,16.0 to 21.0
1454345104,2016-02-01 10:45,3,1.0 to 4.0,Mostly Cloudy,32.5 to 37.3333333333,1,13.5 to 17.6666666667,1.0 to 1.15,6.5 to 8.0,16.0 to 21.0,11.0 to 16.0
1454346001,2016-02-01 11:00,2,1.0 to 4.0,Mostly Cloudy,32.5 to 37.3333333333,1,17.6666666667 to 21.8333333333,1.0 to 1.15,6.5 to 8.0,1.0 to 6.0,21.0 to 26.0
1454346902,2016-02-01 11:15,3,13.0 to 16.0,Mostly Cloudy,32.5 to 37.3333333333,1,9.33333333333 to 13.5,1.15 to 1.3,5.0 to 6.5,11.0 to 16.0,11.0 to 16.0
1454347803,2016-02-01 11:30,3,13.0 to 16.0,Mostly Cloudy,37.3333333333 to 42.1666666667,1,9.33333333333 to 13.5,1.15 to 1.3,5.0 to 6.5,16.0 to 21.0,21.0 to 26.0
1454348704,2016-02-01 11:45,3,10.0 to 13.0,Mostly Cloudy,37.3333333333 to 42.1666666667,1,13.5 to 17.6666666667,1.15 to 1.3,5.0 to 6.5,11.0 to 16.0,11.0 to 16.0
