utc_timestamp,date_string,California_train,weather,feels_like,tweet,Damen_train,uber_surging,uber_eta,72_bus,52_bus
1453899601,2016-01-27 07:00,15.0 to 18.5,Overcast,27.6666666667 to 32.5,0,1.0 to 5.5,1.0,5.0 to 6.5,0.0 to 5.16666666667,5.16666666667 to 10.3333333333
1453900502,2016-01-27 07:15,11.5 to 15.0,Overcast,27.6666666667 to 32.5,0,14.5 to 19.0,1.0,5.0 to 6.5,0.0 to 5.16666666667,15.5 to 20.6666666667
1453901403,2016-01-27 07:30,15.0 to 18.5,Overcast,18,0,10.0 to 14.5,1.0,5.0,5.16666666667 to 10.3333333333,10.3333333333 to 15.5
1453902304,2016-01-27 07:45,11.5 to 15.0,Overcast,18,0,14.5 to 19.0,1.0,2.0,5.16666666667 to 10.3333333333,0.0 to 5.16666666667
1453903202,2016-01-27 08:00,1.0,Overcast,18,0,1.0,1.0,2.0,0.0 to 5.16666666667,10.3333333333 to 15.5
1453904103,2016-01-27 08:15,15.0,Overcast,18,0,1.0 to 5.5,1.0,2.0 to 3.5,0.0 to 5.16666666667,10.3333333333 to 15.5
1453905004,2016-01-27 08:30,15.0,Overcast,18.0 to 22.8333333333,0,1.0,1.0,2.0 to 3.5,0.0 to 5.16666666667,0.0 to 5.16666666667
1453905905,2016-01-27 08:45,1.0,Overcast,18.0 to 22.8333333333,0,10.0 to 14.5,1.0,6.5 to 8.0,0.0 to 5.16666666667,0.0 to 5.16666666667
1453906801,2016-01-27 09:00,15.0 to 18.5,Overcast,18.0 to 22.8333333333,0,10.0 to 14.5,1.0,5.0,5.16666666667 to 10.3333333333,15.5 to 20.6666666667
1453907702,2016-01-27 09:15,1.0,Overcast,18.0 to 22.8333333333,0,14.5 to 19.0,1.0,11.0,0.0 to 5.16666666667,5.16666666667 to 10.3333333333
1453908603,2016-01-27 09:30,11.5 to 15.0,Overcast,22.8333333333 to 27.6666666667,0,1.0 to 5.5,1.0,11.0,5.16666666667 to 10.3333333333,5.16666666667 to 10.3333333333
1453909504,2016-01-27 09:45,15.0,Overcast,22.8333333333 to 27.6666666667,0,10.0 to 14.5,1.0,3.5 to 5.0,0.0 to 5.16666666667,20.6666666667 to 25.8333333333
1453910401,2016-01-27 10:00,11.5 to 15.0,Overcast,22.8333333333 to 27.6666666667,0,1.0,1.0,5.0,0.0 to 5.16666666667,0.0 to 5.16666666667
1453911302,2016-01-27 10:15,18.5 to 22.0,Overcast,22.8333333333 to 27.6666666667,0,14.5 to 19.0,1.0,5.0,15.5 to 20.6666666667,5.16666666667 to 10.3333333333
1453912203,2016-01-27 10:30,15.0,Overcast,18.0 to 22.8333333333,0,10.0 to 14.5,1.0,5.0 to 6.5,0.0 to 5.16666666667,20.6666666667 to 25.8333333333
1453913104,2016-01-27 10:45,1.0,Overcast,18.0 to 22.8333333333,0,19.0,1.0,5.0 to 6.5,15.5 to 20.6666666667,5.16666666667 to 10.3333333333
1453914001,2016-01-27 11:00,15.0 to 18.5,Overcast,18.0 to 22.8333333333,0,10.0 to 14.5,1.0,3.5 to 5.0,5.16666666667 to 10.3333333333,10.3333333333 to 15.5
1453914902,2016-01-27 11:15,11.5 to 15.0,Overcast,18.0 to 22.8333333333,0,14.5 to 19.0,1.0,3.5 to 5.0,0.0 to 5.16666666667,20.6666666667 to 25.8333333333
1453915803,2016-01-27 11:30,1.0 to 4.5,Overcast,22.8333333333 to 27.6666666667,0,10.0 to 14.5,1.0,5.0,15.5 to 20.6666666667,10.3333333333 to 15.5
1453916704,2016-01-27 11:45,4.5 to 8.0,Overcast,22.8333333333 to 27.6666666667,0,10.0 to 14.5,1.0,5.0,10.3333333333 to 15.5,10.3333333333 to 15.5
1453986001,2016-01-28 07:00,15.0 to 18.5,Clear,32.5 to 37.3333333333,0,1.0,1.0,9.5 to 11.0,5.16666666667 to 10.3333333333,5.16666666667 to 10.3333333333
1453986902,2016-01-28 07:15,15.0 to 18.5,Clear,32.5 to 37.3333333333,0,1.0 to 5.5,1.0,9.5 to 11.0,0.0 to 5.16666666667,15.5 to 20.6666666667
1453987803,2016-01-28 07:30,15.0 to 18.5,Clear,27.6666666667 to 32.5,0,1.0,1.0,5.0,0.0 to 5.16666666667,10.3333333333 to 15.5
1453988704,2016-01-28 07:45,15.0,Clear,27.6666666667 to 32.5,0,14.5 to 19.0,1.0,6.5 to 8.0,0.0 to 5.16666666667,15.5 to 20.6666666667
1453989601,2016-01-28 08:00,15.0,Clear,27.6666666667 to 32.5,0,10.0 to 14.5,1.6,8.0 to 9.5,0.0 to 5.16666666667,10.3333333333 to 15.5
1453990502,2016-01-28 08:15,1.0,Clear,27.6666666667 to 32.5,0,1.0 to 5.5,1.0,2.0 to 3.5,5.16666666667 to 10.3333333333,15.5 to 20.6666666667
1453991403,2016-01-28 08:30,1.0,Clear,22.8333333333 to 27.6666666667,0,1.0 to 5.5,1.0,2.0 to 3.5,0.0 to 5.16666666667,5.16666666667 to 10.3333333333
1453992304,2016-01-28 08:45,15.0,Clear,22.8333333333 to 27.6666666667,0,1.0,1.0,3.5 to 5.0,5.16666666667 to 10.3333333333,10.3333333333 to 15.5
1453993201,2016-01-28 09:00,1.0,Partly Cloudy,22.8333333333 to 27.6666666667,0,1.0 to 5.5,1.0,5.0 to 6.5,5.16666666667 to 10.3333333333,10.3333333333 to 15.5
