'distance_to_stop', 'rt', 'vehicle_id', 'prdtm', 'tmstmp', 'rtdir', 'stpnm'
1300,72,1994,20160123 16:02,20160123 15:59,Westbound,North Ave & Damen
7467,72,1415,20160123 16:09,20160123 15:59,Eastbound,North Ave & California
7788,72,1937,20160123 16:14,20160123 15:59,Westbound,North Ave & Damen
1709,52,1448,20160123 16:02,20160123 15:59,Northbound,California & Le Moyne
9476,52,1714,20160123 16:11,20160123 15:59,Southbound,California & Milwaukee (Blue Line)
16204,52,1380,20160123 16:19,20160123 15:59,Northbound,California & Le Moyne
4514,72,1981,20160123 16:21,20160123 16:15,Eastbound,North Ave & California
6188,72,8146,20160123 16:26,20160123 16:14,Westbound,North Ave & Damen
11650,72,1999,20160123 16:29,20160123 16:14,Eastbound,North Ave & California
6962,52,1380,20160123 16:23,20160123 16:14,Northbound,California & Le Moyne
9897,52,1634,20160123 16:28,20160123 16:14,Southbound,California & Milwaukee (Blue Line)
19797,52,1235,20160123 16:38,20160123 16:14,Northbound,California & Le Moyne
1308,72,1999,20160123 16:31,20160123 16:29,Eastbound,North Ave & California
2501,72,1245,20160123 16:34,20160123 16:29,Westbound,North Ave & Damen
9244,72,8104,20160123 16:42,20160123 16:29,Eastbound,North Ave & California
457,52,1634,20160123 16:30,20160123 16:30,Southbound,California & Milwaukee (Blue Line)
8059,52,1235,20160123 16:39,20160123 16:30,Northbound,California & Le Moyne
9908,52,1448,20160123 16:46,20160123 16:29,Southbound,California & Milwaukee (Blue Line)
7437,72,1030,20160123 16:54,20160123 16:45,Eastbound,North Ave & California
6214,72,1979,20160123 16:55,20160123 16:44,Westbound,North Ave & Damen
12854,72,2025,20160123 17:03,20160123 16:44,Eastbound,North Ave & California
10843,52,1204,20160123 16:57,20160123 16:44,Northbound,California & Le Moyne
9886,52,1380,20160123 17:03,20160123 16:44,Southbound,California & Milwaukee (Blue Line)
24194,52,1201,20160123 17:11,20160123 16:43,Northbound,California & Le Moyne
555,72,1951,20160123 17:01,20160123 16:59,Westbound,North Ave & Damen
7617,72,1415,20160123 17:14,20160123 16:59,Westbound,North Ave & Damen
10582,72,2010,20160123 17:14,20160123 16:59,Eastbound,North Ave & California
6048,52,1380,20160123 17:07,20160123 16:59,Southbound,California & Milwaukee (Blue Line)
12070,52,1201,20160123 17:13,20160123 16:59,Northbound,California & Le Moyne
9886,52,1235,20160123 17:21,20160123 17:00,Southbound,California & Milwaukee (Blue Line)
563,72,1415,20160123 17:15,20160123 17:14,Westbound,North Ave & Damen
1918,72,2010,20160123 17:17,20160123 17:14,Eastbound,North Ave & California
6036,72,1959,20160123 17:22,20160123 17:14,Eastbound,North Ave & California
6171,52,1235,20160123 17:22,20160123 17:14,Southbound,California & Milwaukee (Blue Line)
12630,52,1362,20160123 17:28,20160123 17:14,Northbound,California & Le Moyne
9924,52,1204,20160123 17:38,20160123 17:14,Southbound,California & Milwaukee (Blue Line)
4190,72,1999,20160123 17:36,20160123 17:29,Westbound,North Ave & Damen
7425,72,8104,20160123 17:43,20160123 17:29,Westbound,North Ave & Damen
11193,72,1994,20160123 17:44,20160123 17:30,Eastbound,North Ave & California
6164,52,1204,20160123 17:37,20160123 17:29,Southbound,California & Milwaukee (Blue Line)
13475,52,1203,20160123 17:44,20160123 17:29,Northbound,California & Le Moyne
10879,52,1201,20160123 17:55,20160123 17:29,Southbound,California & Milwaukee (Blue Line)
64,72,1994,20160123 17:45,20160123 17:45,Eastbound,North Ave & California
7451,72,1937,20160123 17:54,20160123 17:44,Eastbound,North Ave & California
6216,72,1030,20160123 17:55,20160123 17:44,Westbound,North Ave & Damen
3083,52,1203,20160123 17:46,20160123 17:42,Northbound,California & Le Moyne
9370,52,1201,20160123 17:56,20160123 17:44,Southbound,California & Milwaukee (Blue Line)
15290,52,1083,20160123 18:02,20160123 17:44,Northbound,California & Le Moyne
2115,72,2025,20160123 18:03,20160123 17:59,Westbound,North Ave & Damen
7477,72,1245,20160123 18:09,20160123 17:59,Eastbound,North Ave & California
7567,72,2010,20160123 18:13,20160123 17:59,Westbound,North Ave & Damen
8733,52,1083,20160123 18:09,20160123 17:59,Northbound,California & Le Moyne
9921,52,1362,20160123 18:13,20160123 17:59,Southbound,California & Milwaukee (Blue Line)
15395,52,1214,20160123 18:16,20160123 18:00,Northbound,California & Le Moyne
3852,72,1959,20160123 18:21,20160123 18:14,Westbound,North Ave & Damen
13407,72,1979,20160123 18:31,20160123 18:14,Eastbound,North Ave & California
12572,72,8171,20160123 18:36,20160123 18:14,Westbound,North Ave & Damen
1999,52,1214,20160123 18:17,20160123 18:15,Northbound,California & Le Moyne
9937,52,1203,20160123 18:30,20160123 18:14,Southbound,California & Milwaukee (Blue Line)
23024,52,1714,20160123 18:40,20160123 18:14,Northbound,California & Le Moyne
1335,72,1979,20160123 18:30,20160123 18:29,Eastbound,North Ave & California
6314,72,8171,20160123 18:40,20160123 18:29,Westbound,North Ave & Damen
9236,72,1951,20160123 18:41,20160123 18:29,Eastbound,North Ave & California
1205,52,1203,20160123 18:31,20160123 18:30,Southbound,California & Milwaukee (Blue Line)
11584,52,1714,20160123 18:42,20160123 18:29,Northbound,California & Le Moyne
9886,52,1083,20160123 18:48,20160123 18:29,Southbound,California & Milwaukee (Blue Line)
5264,72,1981,20160123 18:51,20160123 18:45,Eastbound,North Ave & California
7609,72,1937,20160123 18:57,20160123 18:45,Westbound,North Ave & Damen
12572,72,1245,20160123 19:06,20160123 18:44,Westbound,North Ave & Damen
4910,52,1083,20160123 18:50,20160123 18:44,Southbound,California & Milwaukee (Blue Line)
12629,52,1634,20160123 18:58,20160123 18:44,Northbound,California & Le Moyne
9906,52,1214,20160123 19:05,20160123 18:44,Southbound,California & Milwaukee (Blue Line)
2424,72,1245,20160123 19:04,20160123 18:59,Westbound,North Ave & Damen
6044,72,1999,20160123 19:07,20160123 19:00,Eastbound,North Ave & California
12847,72,8104,20160123 19:15,20160123 18:59,Eastbound,North Ave & California
5851,52,1214,20160123 19:07,20160123 18:59,Southbound,California & Milwaukee (Blue Line)
19357,52,1448,20160123 19:20,20160123 18:59,Northbound,California & Le Moyne
9886,52,1714,20160123 19:22,20160123 18:58,Southbound,California & Milwaukee (Blue Line)
10464,72,1030,20160123 19:26,20160123 19:13,Eastbound,North Ave & California
7944,72,1979,20160123 19:28,20160123 19:15,Westbound,North Ave & Damen
21079,72,2010,20160123 19:37,20160123 19:14,Eastbound,North Ave & California
6361,52,1448,20160123 19:21,20160123 19:15,Northbound,California & Le Moyne
6167,52,1714,20160123 19:21,20160123 19:14,Southbound,California & Milwaukee (Blue Line)
20402,52,1380,20160123 19:37,20160123 19:15,Northbound,California & Le Moyne
5374,72,1951,20160123 19:39,20160123 19:30,Westbound,North Ave & Damen
9620,72,2010,20160123 19:40,20160123 19:29,Eastbound,North Ave & California
16460,72,1959,20160123 19:48,20160123 19:29,Eastbound,North Ave & California
8462,52,1634,20160123 19:38,20160123 19:30,Southbound,California & Milwaukee (Blue Line)
9424,52,1380,20160123 19:39,20160123 19:29,Northbound,California & Le Moyne
20930,52,1204,20160123 19:53,20160123 19:30,Northbound,California & Le Moyne
4050,72,1959,20160123 19:49,20160123 19:44,Eastbound,North Ave & California
2402,72,1981,20160123 19:49,20160123 19:44,Westbound,North Ave & Damen
10656,72,1999,20160123 20:01,20160123 19:44,Westbound,North Ave & Damen
6222,52,1204,20160123 19:50,20160123 19:44,Northbound,California & Le Moyne
9896,52,1448,20160123 19:57,20160123 19:45,Southbound,California & Milwaukee (Blue Line)
20103,52,1380,20160123 20:14,20160123 19:44,Southbound,California & Milwaukee (Blue Line)
3787,72,1994,20160123 20:19,20160123 20:15,Eastbound,North Ave & California
4323,72,1030,20160123 20:22,20160123 20:14,Westbound,North Ave & Damen
13919,72,1245,20160123 20:30,20160123 20:14,Eastbound,North Ave & California
6200,52,1201,20160123 20:20,20160123 20:14,Northbound,California & Le Moyne
10245,52,1204,20160123 20:31,20160123 20:14,Southbound,California & Milwaukee (Blue Line)
22266,52,1362,20160123 20:38,20160123 20:14,Northbound,California & Le Moyne
1266,72,2010,20160123 20:32,20160123 20:29,Westbound,North Ave & Damen
3216,72,1245,20160123 20:33,20160123 20:29,Eastbound,North Ave & California
8804,72,8141,20160123 20:39,20160123 20:29,Eastbound,North Ave & California
375,52,1204,20160123 20:30,20160123 20:29,Southbound,California & Milwaukee (Blue Line)
7814,52,1362,20160123 20:37,20160123 20:28,Northbound,California & Le Moyne
15175,52,1201,20160123 20:49,20160123 20:30,Southbound,California & Milwaukee (Blue Line)
469,72,1959,20160123 20:46,20160123 20:45,Westbound,North Ave & Damen
7737,72,8171,20160123 20:56,20160123 20:44,Westbound,North Ave & Damen
12583,72,1951,20160123 20:59,20160123 20:45,Eastbound,North Ave & California
4530,52,1201,20160123 20:50,20160123 20:45,Southbound,California & Milwaukee (Blue Line)
14567,52,1203,20160123 20:59,20160123 20:44,Northbound,California & Le Moyne
20104,52,1362,20160123 21:09,20160123 20:44,Southbound,California & Milwaukee (Blue Line)
7743,72,1994,20160123 21:11,20160123 20:59,Westbound,North Ave & Damen
13905,72,1981,20160123 21:15,20160123 20:59,Eastbound,North Ave & California
12611,72,1245,20160123 21:26,20160123 20:59,Westbound,North Ave & Damen
9370,52,1362,20160123 21:10,20160123 21:00,Southbound,California & Milwaukee (Blue Line)
17514,52,1214,20160123 21:19,20160123 21:00,Northbound,California & Le Moyne
25394,52,1203,20160123 21:29,20160123 20:59,Southbound,California & Milwaukee (Blue Line)
7408,72,1245,20160123 21:26,20160123 21:14,Westbound,North Ave & Damen
13843,72,1999,20160123 21:30,20160123 21:14,Eastbound,North Ave & California
12572,72,8141,20160123 21:41,20160123 21:15,Westbound,North Ave & Damen
4364,52,1214,20160123 21:19,20160123 21:14,Northbound,California & Le Moyne
10321,52,1203,20160123 21:29,20160123 21:14,Southbound,California & Milwaukee (Blue Line)
21119,52,1714,20160123 21:37,20160123 21:14,Northbound,California & Le Moyne
1207,72,1999,20160123 21:30,20160123 21:29,Eastbound,North Ave & California
7877,72,8141,20160123 21:41,20160123 21:29,Westbound,North Ave & Damen
16050,72,1030,20160123 21:47,20160123 21:30,Eastbound,North Ave & California
10820,52,1714,20160123 21:40,20160123 21:29,Northbound,California & Le Moyne
17601,52,1214,20160123 21:50,20160123 21:29,Southbound,California & Milwaukee (Blue Line)
2657,72,1030,20160123 21:47,20160123 21:44,Eastbound,North Ave & California
7778,72,1951,20160123 21:56,20160123 21:44,Westbound,North Ave & Damen
18394,72,1959,20160123 22:05,20160123 21:44,Eastbound,North Ave & California
5857,52,1214,20160123 21:51,20160123 21:44,Southbound,California & Milwaukee (Blue Line)
16791,52,1634,20160123 22:01,20160123 21:44,Northbound,California & Le Moyne
21482,52,1714,20160123 22:12,20160123 21:45,Southbound,California & Milwaukee (Blue Line)
5252,72,1959,20160123 22:06,20160123 22:00,Eastbound,North Ave & California
9025,72,1981,20160123 22:13,20160123 21:59,Westbound,North Ave & Damen
20528,72,8171,20160123 22:21,20160123 21:59,Eastbound,North Ave & California
3327,52,1634,20160123 22:03,20160123 21:59,Northbound,California & Le Moyne
9814,52,1714,20160123 22:10,20160123 22:00,Southbound,California & Milwaukee (Blue Line)
22770,52,1380,20160123 22:22,20160123 21:59,Northbound,California & Le Moyne
7342,72,8171,20160123 22:22,20160123 22:15,Eastbound,North Ave & California
7727,72,1999,20160123 22:26,20160123 22:15,Westbound,North Ave & Damen
23595,72,1245,20160123 22:38,20160123 22:14,Eastbound,North Ave & California
7954,52,1380,20160123 22:22,20160123 22:14,Northbound,California & Le Moyne
13528,52,1634,20160123 22:33,20160123 22:15,Southbound,California & Milwaukee (Blue Line)
5380,72,1245,20160123 22:35,20160123 22:29,Eastbound,North Ave & California
7743,72,1030,20160123 22:40,20160123 22:28,Westbound,North Ave & Damen
13121,72,1959,20160123 22:56,20160123 22:29,Westbound,North Ave & Damen
5968,52,1634,20160123 22:35,20160123 22:29,Southbound,California & Milwaukee (Blue Line)
17292,52,1380,20160123 22:45,20160123 22:29,Southbound,California & Milwaukee (Blue Line)
17253,52,1204,20160123 22:46,20160123 22:30,Northbound,California & Le Moyne
7788,72,1959,20160123 22:56,20160123 22:45,Westbound,North Ave & Damen
12851,72,8141,20160123 22:57,20160123 22:44,Eastbound,North Ave & California
18762,72,8171,20160123 23:11,20160123 22:44,Westbound,North Ave & Damen
389,52,1380,20160123 22:45,20160123 22:44,Southbound,California & Milwaukee (Blue Line)
3118,52,1204,20160123 22:48,20160123 22:44,Northbound,California & Le Moyne
21865,52,1201,20160123 23:06,20160123 22:44,Northbound,California & Le Moyne
11451,72,8171,20160123 23:15,20160123 22:59,Westbound,North Ave & Damen
17791,72,1951,20160123 23:16,20160123 23:00,Eastbound,North Ave & California
13013,72,1245,20160123 23:27,20160123 23:00,Westbound,North Ave & Damen
5146,52,1201,20160123 23:05,20160123 23:00,Northbound,California & Le Moyne
13526,52,1204,20160123 23:11,20160123 22:59,Southbound,California & Milwaukee (Blue Line)
31394,52,1201,20160123 23:29,20160123 23:00,Southbound,California & Milwaukee (Blue Line)
777,72,8171,20160123 23:15,20160123 23:14,Westbound,North Ave & Damen
5948,72,1951,20160123 23:21,20160123 23:14,Eastbound,North Ave & California
10646,72,1245,20160123 23:29,20160123 23:15,Westbound,North Ave & Damen
13264,52,1203,20160123 23:28,20160123 23:15,Northbound,California & Le Moyne
15490,52,1201,20160123 23:29,20160123 23:14,Southbound,California & Milwaukee (Blue Line)
8438,72,1981,20160123 23:38,20160123 23:29,Eastbound,North Ave & California
12475,72,8141,20160123 23:47,20160123 23:30,Westbound,North Ave & Damen
2356,52,1201,20160123 23:32,20160123 23:29,Southbound,California & Milwaukee (Blue Line)
22448,52,1203,20160123 23:51,20160123 23:30,Southbound,California & Milwaukee (Blue Line)
18317,72,1959,20160124 00:01,20160123 23:44,Eastbound,North Ave & California
12572,72,1951,20160124 00:03,20160123 23:45,Westbound,North Ave & Damen
362,72,1959,20160124 00:01,20160124 00:00,Eastbound,North Ave & California
3741,72,1951,20160124 00:04,20160123 23:59,Westbound,North Ave & Damen
23772,72,1245,20160124 00:23,20160123 23:59,Eastbound,North Ave & California
8046,72,1245,20160124 00:22,20160124 00:15,Eastbound,North Ave & California
8068,72,1981,20160124 00:23,20160124 00:14,Westbound,North Ave & Damen
23854,72,8141,20160124 00:43,20160124 00:15,Eastbound,North Ave & California
12572,72,1959,20160124 00:44,20160124 00:29,Westbound,North Ave & Damen
17307,72,8141,20160124 00:44,20160124 00:29,Eastbound,North Ave & California
175,72,1959,20160124 00:45,20160124 00:44,Westbound,North Ave & Damen
23806,72,1951,20160124 01:04,20160124 00:44,Eastbound,North Ave & California
12587,72,1245,20160124 01:06,20160124 00:44,Westbound,North Ave & Damen
6581,72,1951,20160124 01:05,20160124 00:59,Eastbound,North Ave & California
7737,72,1245,20160124 01:07,20160124 00:59,Westbound,North Ave & Damen
14772,72,8141,20160124 01:28,20160124 00:59,Westbound,North Ave & Damen
556,72,8141,20160124 01:30,20160124 01:29,Westbound,North Ave & Damen
12578,72,1951,20160124 01:50,20160124 01:29,Westbound,North Ave & Damen
13486,72,1065,20160124 04:10,20160124 03:59,Eastbound,North Ave & California
12659,72,1999,20160124 04:21,20160124 03:59,Westbound,North Ave & Damen
7094,72,1999,20160124 04:21,20160124 04:14,Westbound,North Ave & Damen
23929,72,1990,20160124 04:37,20160124 04:14,Eastbound,North Ave & California
7946,72,1990,20160124 04:37,20160124 04:30,Eastbound,North Ave & California
12642,72,1065,20160124 04:51,20160124 04:29,Westbound,North Ave & Damen
7087,72,1065,20160124 04:51,20160124 04:44,Westbound,North Ave & Damen
22599,72,2020,20160124 05:03,20160124 04:44,Eastbound,North Ave & California
4048,72,2020,20160124 05:03,20160124 04:59,Eastbound,North Ave & California
12572,72,1990,20160124 05:18,20160124 04:59,Westbound,North Ave & Damen
23806,72,1999,20160124 05:27,20160124 05:00,Eastbound,North Ave & California
4073,72,1990,20160124 05:19,20160124 05:15,Westbound,North Ave & Damen
18403,72,1999,20160124 05:29,20160124 05:14,Eastbound,North Ave & California
3874,72,1999,20160124 05:33,20160124 05:30,Eastbound,North Ave & California
12612,72,2020,20160124 05:46,20160124 05:29,Westbound,North Ave & Damen
24236,72,1065,20160124 05:54,20160124 05:29,Eastbound,North Ave & California
4380,72,2020,20160124 05:49,20160124 05:44,Westbound,North Ave & Damen
9256,72,1065,20160124 05:54,20160124 05:44,Eastbound,North Ave & California
21503,72,1999,20160124 06:12,20160124 05:44,Westbound,North Ave & Damen
11818,72,1999,20160124 06:12,20160124 05:59,Westbound,North Ave & Damen
21961,72,1990,20160124 06:20,20160124 06:00,Eastbound,North Ave & California
465,52,1217,20160124 06:00,20160124 05:59,Northbound,California & Le Moyne
26713,52,1217,20160124 06:24,20160124 05:59,Southbound,California & Milwaukee (Blue Line)
5253,72,1990,20160124 06:20,20160124 06:15,Eastbound,North Ave & California
12651,72,1065,20160124 06:38,20160124 06:14,Westbound,North Ave & Damen
9886,52,1217,20160124 06:24,20160124 06:14,Southbound,California & Milwaukee (Blue Line)
12725,52,1665,20160124 06:24,20160124 06:14,Northbound,California & Le Moyne
7077,72,1065,20160124 06:36,20160124 06:29,Westbound,North Ave & Damen
17304,72,2020,20160124 06:47,20160124 06:30,Eastbound,North Ave & California
17241,52,1624,20160124 06:44,20160124 06:29,Northbound,California & Le Moyne
16148,52,1665,20160124 06:47,20160124 06:29,Southbound,California & Milwaukee (Blue Line)
2333,72,2020,20160124 06:47,20160124 06:45,Eastbound,North Ave & California
12572,72,1990,20160124 07:03,20160124 06:44,Westbound,North Ave & Damen
28859,72,1985,20160124 07:13,20160124 06:44,Eastbound,North Ave & California
1654,52,1665,20160124 06:47,20160124 06:45,Southbound,California & Milwaukee (Blue Line)
25511,52,1641,20160124 07:07,20160124 06:44,Northbound,California & Le Moyne
25436,52,1624,20160124 07:11,20160124 06:45,Southbound,California & Milwaukee (Blue Line)
4068,72,1990,20160124 07:04,20160124 07:00,Westbound,North Ave & Damen
8395,72,1985,20160124 07:09,20160124 07:00,Eastbound,North Ave & California
18752,72,2020,20160124 07:28,20160124 06:59,Westbound,North Ave & Damen
9761,52,1624,20160124 07:08,20160124 06:59,Southbound,California & Milwaukee (Blue Line)
11560,52,1641,20160124 07:09,20160124 06:59,Northbound,California & Le Moyne
31810,52,1380,20160124 07:29,20160124 06:59,Northbound,California & Le Moyne
12572,72,2020,20160124 07:28,20160124 07:14,Westbound,North Ave & Damen
20608,72,1999,20160124 07:36,20160124 07:14,Eastbound,North Ave & California
16564,52,1380,20160124 07:29,20160124 07:15,Northbound,California & Le Moyne
19488,52,1641,20160124 07:33,20160124 07:14,Southbound,California & Milwaukee (Blue Line)
554,72,2020,20160124 07:31,20160124 07:30,Westbound,North Ave & Damen
7700,72,1999,20160124 07:38,20160124 07:29,Eastbound,North Ave & California
13701,72,1985,20160124 07:53,20160124 07:29,Westbound,North Ave & Damen
5188,52,1641,20160124 07:34,20160124 07:30,Southbound,California & Milwaukee (Blue Line)
22493,52,1819,20160124 07:51,20160124 07:29,Northbound,California & Le Moyne
24217,52,1380,20160124 07:56,20160124 07:29,Southbound,California & Milwaukee (Blue Line)
7798,72,1985,20160124 07:52,20160124 07:44,Westbound,North Ave & Damen
8019,72,1065,20160124 07:54,20160124 07:45,Eastbound,North Ave & California
29083,72,1990,20160124 08:14,20160124 07:45,Eastbound,North Ave & California
6118,52,1819,20160124 07:50,20160124 07:44,Northbound,California & Le Moyne
9886,52,1380,20160124 07:56,20160124 07:44,Southbound,California & Milwaukee (Blue Line)
32113,52,1187,20160124 08:15,20160124 07:44,Northbound,California & Le Moyne
15126,72,1990,20160124 08:15,20160124 07:59,Eastbound,North Ave & California
12572,72,1999,20160124 08:16,20160124 07:59,Westbound,North Ave & Damen
16674,52,1187,20160124 08:14,20160124 07:59,Northbound,California & Le Moyne
16151,52,1819,20160124 08:19,20160124 07:59,Southbound,California & Milwaukee (Blue Line)
559,72,1999,20160124 08:15,20160124 08:14,Westbound,North Ave & Damen
1229,72,1990,20160124 08:16,20160124 08:14,Eastbound,North Ave & California
16444,72,1951,20160124 08:32,20160124 08:14,Eastbound,North Ave & California
1235,52,1187,20160124 08:16,20160124 08:14,Northbound,California & Le Moyne
9799,52,1819,20160124 08:24,20160124 08:14,Southbound,California & Milwaukee (Blue Line)
18678,52,1217,20160124 08:31,20160124 08:14,Northbound,California & Le Moyne
3300,72,1951,20160124 08:33,20160124 08:30,Eastbound,North Ave & California
9194,72,1065,20160124 08:40,20160124 08:29,Westbound,North Ave & Damen
22336,72,2020,20160124 08:53,20160124 08:29,Eastbound,North Ave & California
2556,52,1217,20160124 08:32,20160124 08:29,Northbound,California & Le Moyne
9908,52,1187,20160124 08:41,20160124 08:29,Southbound,California & Milwaukee (Blue Line)
25165,52,1665,20160124 08:53,20160124 08:30,Northbound,California & Le Moyne
9180,72,2020,20160124 08:55,20160124 08:44,Eastbound,North Ave & California
12484,72,1990,20160124 09:00,20160124 08:45,Westbound,North Ave & Damen
29083,72,1985,20160124 09:13,20160124 08:44,Eastbound,North Ave & California
8722,52,1665,20160124 08:53,20160124 08:44,Northbound,California & Le Moyne
9886,52,1217,20160124 09:04,20160124 08:45,Southbound,California & Milwaukee (Blue Line)
11197,72,1985,20160124 09:12,20160124 08:59,Eastbound,North Ave & California
12572,72,1951,20160124 09:19,20160124 08:59,Westbound,North Ave & Damen
28859,72,1999,20160124 09:29,20160124 09:00,Eastbound,North Ave & California
4756,52,1217,20160124 09:04,20160124 09:00,Southbound,California & Milwaukee (Blue Line)
20055,52,1624,20160124 09:20,20160124 08:59,Northbound,California & Le Moyne
15483,52,1665,20160124 09:26,20160124 08:59,Southbound,California & Milwaukee (Blue Line)
3769,72,1951,20160124 09:18,20160124 09:14,Westbound,North Ave & Damen
12889,72,1999,20160124 09:29,20160124 09:14,Eastbound,North Ave & California
12999,72,2020,20160124 09:39,20160124 09:14,Westbound,North Ave & Damen
6110,52,1624,20160124 09:20,20160124 09:14,Northbound,California & Le Moyne
9904,52,1665,20160124 09:26,20160124 09:15,Southbound,California & Milwaukee (Blue Line)
25682,52,1641,20160124 09:40,20160124 09:14,Northbound,California & Le Moyne
3878,72,1999,20160124 09:34,20160124 09:29,Eastbound,North Ave & California
8896,72,2020,20160124 09:39,20160124 09:29,Westbound,North Ave & Damen
12533,72,2015,20160124 09:45,20160124 09:30,Eastbound,North Ave & California
12369,52,1641,20160124 09:42,20160124 09:29,Northbound,California & Le Moyne
17592,52,1624,20160124 09:48,20160124 09:29,Southbound,California & Milwaukee (Blue Line)
12528,72,1985,20160124 09:59,20160124 09:44,Westbound,North Ave & Damen
12844,72,1065,20160124 10:00,20160124 09:44,Eastbound,North Ave & California
28837,72,1990,20160124 10:15,20160124 09:44,Eastbound,North Ave & California
4040,52,1624,20160124 09:49,20160124 09:44,Southbound,California & Milwaukee (Blue Line)
15256,52,1380,20160124 09:59,20160124 09:44,Northbound,California & Le Moyne
24210,52,1641,20160124 10:11,20160124 09:44,Southbound,California & Milwaukee (Blue Line)
561,72,1985,20160124 10:00,20160124 10:00,Westbound,North Ave & Damen
12591,72,1990,20160124 10:15,20160124 10:00,Eastbound,North Ave & California
12572,72,1999,20160124 10:15,20160124 09:59,Westbound,North Ave & Damen
852,52,1380,20160124 10:01,20160124 09:59,Northbound,California & Le Moyne
9826,52,1641,20160124 10:10,20160124 09:59,Southbound,California & Milwaukee (Blue Line)
20995,52,1819,20160124 10:22,20160124 10:00,Northbound,California & Le Moyne
2386,72,1999,20160124 10:17,20160124 10:14,Westbound,North Ave & Damen
2370,72,1990,20160124 10:18,20160124 10:15,Eastbound,North Ave & California
12455,72,2015,20160124 10:30,20160124 10:14,Westbound,North Ave & Damen
6909,52,1819,20160124 10:21,20160124 10:14,Northbound,California & Le Moyne
11062,52,1380,20160124 10:33,20160124 10:15,Southbound,California & Milwaukee (Blue Line)
2326,72,2015,20160124 10:33,20160124 10:30,Westbound,North Ave & Damen
5939,72,1073,20160124 10:37,20160124 10:29,Eastbound,North Ave & California
11199,72,1951,20160124 10:43,20160124 10:29,Eastbound,North Ave & California
3167,52,1380,20160124 10:33,20160124 10:29,Southbound,California & Milwaukee (Blue Line)
14491,52,1187,20160124 10:46,20160124 10:29,Northbound,California & Le Moyne
20982,52,1819,20160124 10:55,20160124 10:29,Southbound,California & Milwaukee (Blue Line)
3485,72,1065,20160124 10:49,20160124 10:44,Westbound,North Ave & Damen
12580,72,1990,20160124 11:01,20160124 10:44,Westbound,North Ave & Damen
13912,72,2020,20160124 11:01,20160124 10:44,Eastbound,North Ave & California
3091,52,1187,20160124 10:48,20160124 10:44,Northbound,California & Le Moyne
9826,52,1819,20160124 10:55,20160124 10:44,Southbound,California & Milwaukee (Blue Line)
16316,52,1214,20160124 11:03,20160124 10:44,Northbound,California & Le Moyne
2402,72,1990,20160124 11:02,20160124 10:59,Westbound,North Ave & Damen
1941,72,2020,20160124 11:02,20160124 10:59,Eastbound,North Ave & California
12578,72,8109,20160124 11:15,20160124 11:00,Eastbound,North Ave & California
888,52,1214,20160124 11:01,20160124 11:00,Northbound,California & Le Moyne
13516,52,1187,20160124 11:17,20160124 10:59,Southbound,California & Milwaukee (Blue Line)
21861,52,1217,20160124 11:24,20160124 10:59,Northbound,California & Le Moyne
7617,72,1073,20160124 11:23,20160124 11:14,Westbound,North Ave & Damen
13385,72,1985,20160124 11:30,20160124 11:15,Eastbound,North Ave & California
12483,72,1951,20160124 11:32,20160124 11:15,Westbound,North Ave & Damen
632,52,1187,20160124 11:15,20160124 11:14,Southbound,California & Milwaukee (Blue Line)
7965,52,1217,20160124 11:23,20160124 11:15,Northbound,California & Le Moyne
9886,52,1214,20160124 11:39,20160124 11:15,Southbound,California & Milwaukee (Blue Line)
1328,72,1951,20160124 11:31,20160124 11:29,Westbound,North Ave & Damen
1309,72,1985,20160124 11:31,20160124 11:29,Eastbound,North Ave & California
10704,72,1999,20160124 11:43,20160124 11:30,Eastbound,North Ave & California
6240,52,1214,20160124 11:37,20160124 11:30,Southbound,California & Milwaukee (Blue Line)
12407,52,1665,20160124 11:43,20160124 11:29,Northbound,California & Le Moyne
20884,52,1217,20160124 11:57,20160124 11:29,Southbound,California & Milwaukee (Blue Line)
4345,72,2020,20160124 11:50,20160124 11:44,Westbound,North Ave & Damen
8029,72,2015,20160124 11:55,20160124 11:44,Eastbound,North Ave & California
12621,72,8109,20160124 12:05,20160124 11:45,Westbound,North Ave & Damen
9793,52,1217,20160124 11:56,20160124 11:44,Southbound,California & Milwaukee (Blue Line)
10752,52,1624,20160124 11:57,20160124 11:45,Northbound,California & Le Moyne
6212,72,8109,20160124 12:08,20160124 11:59,Westbound,North Ave & Damen
10566,72,1065,20160124 12:13,20160124 11:59,Eastbound,North Ave & California
12572,72,1985,20160124 12:20,20160124 12:00,Westbound,North Ave & Damen
9886,52,1665,20160124 12:15,20160124 11:59,Southbound,California & Milwaukee (Blue Line)
14111,52,1844,20160124 12:16,20160124 11:59,Northbound,California & Le Moyne
7956,72,2015,20160124 12:49,20160124 12:37,Westbound,North Ave & Damen
13297,72,1017,20160124 12:54,20160124 12:36,Eastbound,North Ave & California
23617,72,1951,20160124 13:04,20160124 12:36,Eastbound,North Ave & California
3095,52,1641,20160124 12:40,20160124 12:36,Northbound,California & Le Moyne
9886,52,1844,20160124 12:51,20160124 12:36,Southbound,California & Milwaukee (Blue Line)
16579,52,1380,20160124 12:55,20160124 12:36,Northbound,California & Le Moyne
7627,72,2015,20160124 12:49,20160124 12:38,Westbound,North Ave & Damen
12583,72,1017,20160124 12:54,20160124 12:37,Eastbound,North Ave & California
